Datum,Elektrárna,Klasifikace,Kapacita(kW),PV(kWh),Prodej(kWh),Koupit(kWh),Spotřeba(kWh),Spotřebováno v domácnosti(kWh),Vlastní poměr(%),Contribution Ratio(%),Příjem(CZK)
01.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.2,0.11,14.12,20.01,5.89,98.17,29.44,6
02.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.3,0.11,6.32,12.21,5.89,98.17,48.24,6.5
03.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.9,0.12,5.51,12.19,6.68,98.24,54.8,9.5
04.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.8,0.15,6.13,11.78,5.65,97.41,47.96,9
05.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,4.5,0.88,5.14,14.76,9.62,91.62,65.18,22.5
06.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.8,0.07,7.27,15.5,8.23,99.16,53.1,4
07.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.7,0.13,9.23,15.7,6.47,98.03,41.21,3.5
08.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.8,0.03,7.69,12.76,5.07,99.41,39.73,4
09.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.2,0.15,5.78,13.53,7.75,98.1,57.28,11
10.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,5.3,2.73,6.98,11.85,4.87,64.08,41.1,26.5
11.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,7,0.18,3.47,13.49,10.02,98.24,74.28,35
12.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.4,0.05,4.13,16.78,12.65,99.61,75.39,2
13.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.4,0.09,13.91,23.22,9.31,99.04,40.09,2
14.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.4,0.04,12.15,18.61,6.46,99.38,34.71,2
15.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.2,0.1,7.85,13.35,5.5,98.21,41.2,11
16.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.6,0.13,4.6,12.37,7.77,98.35,62.81,8
17.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,4.6,2.38,7.99,13.91,5.92,71.33,42.56,23
18.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.3,0.05,4.64,9.59,4.95,99,51.62,6.5
19.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.6,0.06,4.96,16.2,11.24,99.47,69.38,3
20.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,7.2,3.77,12.87,18.5,5.63,59.89,30.43,36
21.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,12.6,4.52,3.31,14.99,11.68,72.1,77.92,63
22.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,10.5,8.33,5.1,9.87,4.77,36.41,48.33,52.5
23.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.6,1.01,3.48,9.87,6.39,86.35,64.74,13
24.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.9,0.08,6.1,15.02,8.92,99.11,59.39,4.5
25.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.1,0.08,9.77,14.59,4.82,98.37,33.04,5.5
26.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,14.3,7.99,5.01,13.62,8.61,51.87,63.22,71.5
27.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,4.6,0.32,3.19,14.87,11.68,97.33,78.55,23
28.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.7,0.17,9.15,16.88,7.73,97.85,45.79,13.5
29.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,21.5,11.33,0.03,7.6,7.57,40.05,99.61,107.5
30.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,21.6,8.08,0.03,16.35,16.32,66.89,99.82,108
31.01.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,4.8,0.11,0.03,7.82,7.79,98.61,99.62,24
01.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,13,0.2,1.79,9.99,8.2,97.62,82.08,65
02.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,5.6,0.1,3.19,13.49,10.3,99.04,76.35,28
03.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,0.8,0.06,15.86,25.2,9.34,99.36,37.06,4
04.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,10.8,5.45,11.13,19.08,7.95,59.33,41.67,54
05.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1.9,0.12,4.18,14.36,10.18,98.83,70.89,9.5
06.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,5.4,2.58,10.19,16.81,6.62,71.96,39.38,27
07.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1,0.06,5.71,13.55,7.84,99.24,57.86,5
08.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1,0.08,8.74,18.46,9.72,99.18,52.65,5
09.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,4.9,0.28,10.77,19.89,9.12,97.02,45.85,24.5
10.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1.4,0.1,5.78,18.48,12.7,99.22,68.72,7
11.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,2.6,0.08,13.75,20.07,6.32,98.75,31.49,13
12.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,0.5,0.04,5.81,11.47,5.66,99.3,49.35,2.5
13.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,0.4,0.04,6.71,13.57,6.86,99.42,50.55,2
14.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,4.6,0.13,7.9,16.57,8.67,98.52,52.32,23
15.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,0.6,0.11,7.37,15.86,8.49,98.72,53.53,3
16.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1.3,0.07,10.32,23.05,12.73,99.45,55.23,6.5
17.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1.7,0.08,13.78,22.9,9.12,99.13,39.83,8.5
18.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,10.7,6.94,10.3,16.76,6.46,48.21,38.54,53.5
19.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,6.1,4.67,3.6,9.03,5.43,53.76,60.13,30.5
20.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,12.6,1.67,0.9,13.43,12.53,88.24,93.3,63
21.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,4.2,0.12,0.02,7.2,7.18,98.36,99.72,21
22.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,7.7,0.19,0.05,7.46,7.41,97.5,99.33,38.5
23.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,2.2,0.11,3.14,10.43,7.29,98.51,69.89,11
24.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,10.9,0.1,4.38,9.98,5.6,98.25,56.11,54.5
25.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,9.6,0.22,0.07,12.75,12.68,98.29,99.45,48
26.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,6.5,0.15,0.23,7.98,7.75,98.1,97.12,32.5
27.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,16.2,0.21,1.04,9.43,8.39,97.56,88.97,81
28.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,6.8,0.14,0.03,8.99,8.96,98.46,99.67,34
29.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,13.2,1.33,0.02,6.69,6.67,83.38,99.7,66
30.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,20.6,11.42,0.02,8.2,8.18,41.73,99.76,103
31.01.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,3.4,0.1,0.01,8.11,8.1,98.78,99.88,17
01.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,0.9,0.06,11.13,17.47,6.34,99.06,36.29,4.5
02.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,9,4.68,6.86,13.88,7.02,60,50.58,45
03.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.9,0.14,3.5,11.96,8.46,98.37,70.74,9.5
04.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.1,0.1,8.15,17.05,8.9,98.89,52.2,10.5
05.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.1,0.08,8.43,15.15,6.72,98.82,44.36,5.5
06.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,5.3,0.18,7.02,18.04,11.02,98.39,61.09,26.5
07.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.5,0.09,6.75,15.66,8.91,99,56.9,7.5
08.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.6,0.1,9.21,15.91,6.7,98.53,42.11,13
09.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,8.5,0.18,5.23,20.65,15.42,98.85,74.67,42.5
10.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,16.8,13.8,8.3,13.8,5.5,28.5,39.86,84
11.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.2,0.1,0.04,7.34,7.3,98.65,99.46,11
12.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,6.2,0.16,0.06,6.4,6.34,97.54,99.06,31
13.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,7.6,0.12,0.04,8.12,8.08,98.54,99.51,38
14.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,16.6,4.01,0.01,5.6,5.59,58.23,99.82,83
15.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,6.3,0.16,0.04,11.28,11.24,98.6,99.65,31.5
16.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,25.4,10.11,0.06,9.65,9.59,48.68,99.38,127
17.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2,0.14,1.66,14.72,13.06,98.94,88.72,10
18.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,22.7,1.06,1.65,11.99,10.34,90.7,86.24,113.5
19.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.9,0.1,0.02,5.92,5.9,98.33,99.66,14.5
20.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.4,0.11,0.04,5.03,4.99,97.84,99.2,12
21.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,9.4,0.15,0.02,5.57,5.55,97.37,99.64,47
22.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,6.8,0.15,0.09,9.54,9.45,98.44,99.06,34
23.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.8,0.1,0.1,7.3,7.2,98.63,98.63,9
24.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,12.6,0.11,6.37,11.16,4.79,97.76,42.92,63
25.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,21.7,10.88,0.02,6.94,6.92,38.88,99.71,108.5
26.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,18.9,14.24,0.04,4.4,4.36,23.44,99.09,94.5
27.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,22.4,12.76,0.01,9.65,9.64,43.04,99.9,112
28.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,9.4,3.93,0.01,5.08,5.07,56.33,99.8,47
29.02.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,11.8,5.7,0.03,6.13,6.1,51.69,99.51,59
01.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,14.9,0.19,0.05,11.46,11.41,98.36,99.56,74.5
02.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,4.4,0.24,0.16,13.02,12.86,98.17,98.77,22
03.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,13.9,0.13,1.8,7.67,5.87,97.83,76.53,69.5
04.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,23.3,10.62,0.02,8.9,8.88,45.54,99.78,116.5
05.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,22.9,12.74,0.03,9.39,9.36,42.35,99.68,114.5
06.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,3.8,0.11,0.05,11.64,11.59,99.06,99.57,19
07.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,3.3,0.14,0.51,6.67,6.16,97.78,92.35,16.5
08.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,16.4,0.27,4.2,20.13,15.93,98.33,79.14,82
09.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,3.7,0.09,3.6,8.01,4.41,98,55.06,18.5
10.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,21,2.24,2.99,9.85,6.86,75.38,69.64,105
11.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,20.7,13.12,0.02,7.5,7.48,36.31,99.73,103.5
12.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,3.5,0.1,0.02,7.42,7.4,98.67,99.73,17.5
13.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,2.7,0.15,0.01,6.96,6.95,97.89,99.86,13.5
14.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,0.7,0.02,8.48,11.26,2.78,99.29,24.69,3.5
15.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1.7,0.04,5.64,7.6,1.96,98,25.79,8.5
16.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,18.6,0.57,5.34,17.57,12.23,95.55,69.61,93
17.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,25.2,13.11,0.01,6.5,6.49,33.11,99.85,126
18.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,20.9,13.1,0.02,7.82,7.8,37.32,99.74,104.5
19.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,30.1,21.34,0.02,7.38,7.36,25.64,99.73,150.5
20.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,29.4,19.99,0.03,8.54,8.51,29.86,99.65,147
21.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,26.2,9.65,0.04,15.69,15.65,61.86,99.75,131
22.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,29.4,16.51,0.06,11.45,11.39,40.82,99.48,147
23.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,6.5,0.14,0.05,9.51,9.46,98.54,99.47,32.5
24.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,12.2,3.37,0.02,6.75,6.73,66.63,99.7,61
25.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,18.9,10.31,0.03,7.02,6.99,40.4,99.57,94.5
26.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1.6,0.09,0.02,5.93,5.91,98.5,99.66,8
27.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,5.4,0.12,0.01,6.39,6.38,98.15,99.84,27
28.02.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,17.6,4.23,0.05,7.72,7.67,64.45,99.35,88
01.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,8.2,3.78,0.01,4.63,4.62,55,99.78,41
02.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,4.1,0.27,0.04,7.07,7.03,96.3,99.43,20.5
03.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,15.9,2.99,0.12,10.03,9.91,76.82,98.8,79.5
04.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,31.7,26.39,0.01,4.72,4.71,15.14,99.79,158.5
05.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,6.6,1.14,0.02,5.68,5.66,83.24,99.65,33
06.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,26.2,19.58,0.02,6.04,6.02,23.52,99.67,131
07.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.2,0.12,0.04,7.52,7.48,98.42,99.47,11
08.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,19.1,6.88,0.01,5.73,5.72,45.4,99.83,95.5
09.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,25.5,15.09,0.03,11.34,11.31,42.84,99.74,127.5
10.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,13.5,2.72,0.08,10.56,10.48,79.39,99.24,67.5
11.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,10.9,5.57,0.02,5.85,5.83,51.14,99.66,54.5
12.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,1.6,0.09,0.04,5.95,5.91,98.5,99.33,8
13.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,14.2,4.03,0.04,4.91,4.87,54.72,99.19,71
14.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,17.1,7.57,0.01,10.74,10.73,58.63,99.91,85.5
15.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,23,11.13,0.08,10.35,10.27,47.99,99.23,115
16.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,12.5,6.34,0.04,6.5,6.46,50.47,99.38,62.5
17.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,36.8,25.04,0.06,11.22,11.16,30.83,99.47,184
18.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,9.8,4.07,0.01,6.34,6.33,60.87,99.84,49
19.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,9.5,3,0.07,6.57,6.5,68.42,98.93,47.5
20.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,38.4,29.21,0.01,8.6,8.59,22.72,99.88,192
21.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,25.7,14.91,0.02,13.21,13.19,46.94,99.85,128.5
22.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,16.6,8.45,0.02,5.77,5.75,40.49,99.65,83
23.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,23.6,16.71,0.04,6.53,6.49,27.97,99.39,118
24.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,20.9,11.41,0.06,9.95,9.89,46.43,99.4,104.5
25.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,16.4,10.53,0.04,4.81,4.77,31.18,99.17,82
26.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,41.2,32.86,0.04,7.38,7.34,18.26,99.46,206
27.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,36.9,30.33,0.01,6.48,6.47,17.58,99.85,184.5
28.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,25.2,12.92,0.05,12.13,12.08,48.32,99.59,126
29.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,41.2,30.79,0.02,9.23,9.21,23.02,99.78,206
30.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,27.7,18.69,0.03,8.54,8.51,31.29,99.65,138.5
31.03.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,27.7,14.45,0.08,12.63,12.55,46.48,99.37,138.5
01.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,9.8,1.5,0.05,12.35,12.3,89.13,99.6,49
02.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,21.8,0.82,0.51,16.19,15.68,95.03,96.85,109
03.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,24,15.64,0.02,9.98,9.96,38.91,99.8,120
04.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,29.9,19.08,0.02,8.84,8.82,31.61,99.77,149.5
05.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,34.2,23.99,0.03,9.94,9.91,29.23,99.7,171
06.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,35,22.56,0.02,11.66,11.64,34.04,99.83,175
07.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,29.3,14.45,0.04,15.99,15.95,52.47,99.75,146.5
08.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,31,13.94,0.06,14.52,14.46,50.92,99.59,155
09.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,23.3,0.3,2.24,25.34,23.1,98.72,91.16,116.5
10.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,28.6,14.66,0.11,10.75,10.64,42.06,98.98,143
11.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,13.3,2.34,0.05,12.21,12.16,83.86,99.59,66.5
12.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,31.6,20.33,0.03,10.1,10.07,33.12,99.7,158
13.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,2.1,0.09,0.01,7.02,7.01,98.73,99.86,10.5
14.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,1.7,0.06,2.61,7.55,4.94,98.8,65.43,8.5
15.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,3.7,0.07,3.82,7.65,3.83,98.21,50.07,18.5
16.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,13.7,0.17,2.84,10.67,7.83,97.88,73.38,68.5
17.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,9.2,0.15,0.04,5.69,5.65,97.41,99.3,46
18.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,37.8,25.54,0,8.46,8.46,24.88,100,189
19.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,40.9,24.18,0.04,15.76,15.72,39.4,99.75,204.5
20.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,41.4,28.56,0.02,11.76,11.74,29.13,99.83,207
21.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,38.5,22.51,0.02,14.01,13.99,38.33,99.86,192.5
22.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,35.3,23.82,0.04,12.62,12.58,34.56,99.68,176.5
23.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,16.3,4.62,0.14,10.62,10.48,69.4,98.68,81.5
24.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,15.9,8.14,0.02,8.38,8.36,50.67,99.76,79.5
25.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,33.4,19.17,0.03,13.36,13.33,41.02,99.78,167
26.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,28,17.11,0.05,10.34,10.29,37.55,99.52,140
27.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,11.7,0.23,0.19,19.76,19.57,98.84,99.04,58.5
28.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,35.8,13.85,1.95,15.2,13.25,48.89,87.17,179
29.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,13.9,0.16,0.57,16.91,16.34,99.03,96.63,69.5
30.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,8.9,0.15,0.75,15.2,14.45,98.97,95.07,44.5
31.03.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,17,0.18,2.62,11.64,9.02,98.04,77.49,85
01.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,23.8,15.16,0.05,8.39,8.34,35.49,99.4,119
02.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,13.1,7.88,0.01,5.23,5.22,39.85,99.81,65.5
03.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,32.5,24.13,0.02,8.89,8.87,26.88,99.78,162.5
04.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,21,13.43,0.02,6.49,6.47,32.51,99.69,105
05.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,26.3,21.09,0.01,4.32,4.31,16.97,99.77,131.5
06.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,21.4,12.83,0.04,9.71,9.67,42.98,99.59,107
07.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,38.9,24.65,0.09,12.34,12.25,33.2,99.27,194.5
08.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,37.4,32.17,0.01,4.64,4.63,12.58,99.78,187
09.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,41.5,36.18,0.01,3.73,3.72,9.32,99.73,207.5
10.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,2.2,0.13,0.02,6.29,6.27,97.97,99.68,11
11.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,37.1,24.37,0.03,8.06,8.03,24.78,99.63,185.5
12.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,43.4,36.02,0.02,6.2,6.18,14.64,99.68,217
13.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,41.5,36.16,0.01,4.15,4.14,10.27,99.76,207.5
14.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,27.2,19.5,0.02,7.92,7.9,28.83,99.75,136
15.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,8.1,3.65,0.03,5.18,5.15,58.52,99.42,40.5
16.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,17.2,11.35,0.02,5.87,5.85,34.01,99.66,86
17.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,13.1,7.82,0.02,5,4.98,38.91,99.6,65.5
18.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,19.8,14.86,9.74,14.68,4.94,24.95,33.65,99
19.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,30.5,24.51,0.03,6.12,6.09,19.9,99.51,152.5
20.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,14.3,5.84,0.03,9.19,9.16,61.07,99.67,71.5
21.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,6,0.29,0.07,11.68,11.61,97.56,99.4,30
22.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,27.9,15.67,0.07,5.3,5.23,25.02,98.68,139.5
23.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,24.5,18.64,0.01,6.87,6.86,26.9,99.85,122.5
24.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,3.3,0.14,0.02,5.08,5.06,97.31,99.61,16.5
25.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,30.1,21.59,0.03,5.64,5.61,20.62,99.47,150.5
26.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,39.3,34.44,0.01,4.07,4.06,10.55,99.75,196.5
27.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,46.3,37.4,0.03,7.63,7.6,16.89,99.61,231.5
28.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,39.7,31.67,0.05,8.28,8.23,20.63,99.4,198.5
29.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,46,32.32,0.1,16.78,16.68,34.04,99.4,230
30.04.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,48.3,28.23,0.09,17.86,17.77,38.63,99.5,241.5
01.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,2,0.08,0.47,10.69,10.22,99.22,95.6,10
02.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,5.9,0.09,4.46,9.47,5.01,98.24,52.9,29.5
03.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,42.5,18.15,0.03,13.28,13.25,42.2,99.77,212.5
04.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,42.2,19.78,0.06,21.88,21.82,52.45,99.73,211
05.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,25.5,14.18,0.06,10.08,10.02,41.4,99.4,127.5
06.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,8.2,0.19,0.05,12.26,12.21,98.47,99.59,41
07.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,16.5,1.12,0.08,12.16,12.08,91.52,99.34,82.5
